,0
682,양 많고 저렴하고 트러블 진정 효과도 있어요
683,향이 향긋하고 스킨 바를 때마다 촉촉해요
684,가격도 싼데 얼굴 흡수도 잘되고 만족해요
685,사용 전입니다 토너를 많이 쓰는데 행사기간이어서 좋은 상품평에 호기심에 구매합니다 고맙습니다
686,프레쥬 자연 약쑥 진정 토너 화장솜으로 닦아 쓰는 토너로 사용하려고 구매 처음 구매요 아직 안 써봤어요
687,늘 재구매 제품입니다 세수하고 닦아내면 촉촉하니 좋고  가격 또한 만족합니다
688,이쁘고 용량도 배송도 만족합니다
689,빠른 배송 착한 가격 대용량 만족
690,마구마구 씁니다 사춘기 아들 화장솜에 듬뿍 묻혀서 얼굴 열심히 닦네요
691,몇 번째 구 맵니다 요즘 쑥이 도로변 중금속 맞은 쑥이라며 말이 많은데 봄이면 온라인서 섬에서 키운 쑥이라며 나옵니다 그 쑥 구매해서 제조하심 좋겠습니다
692,만족합니다 맘에 들어요
693,사용 전이나 유효기일도 넉넉하고 편하게 사용할 것 같아요
694,만족합니다 좋아요 만족합니다
695,우리가족이너무너무조아해요재구매할려려구요
696,잘 받았습니다 항상 쓰던 거라 재구매 항상 합니다
697,포장도 꼼꼼히 잘 보내주셨어요 사용은 아직 못했어요
698,하 너무 좋아요 토너 냄새도 좋고 드디어 정착할 토너 찾았어요
699,배송도 빠르고 용량도 맘에 들고 향도 맘에 드는데 플라스틱 씰토너 안 흘러내리게 밀봉한 거 제거하는 게 조금 불편하네요 이거 빼고는 정말 좋습니다
700,아직 써보진 않았어요 써보고 좋으면 또 주문할게요
701,피부 염증이 올라와서 순하고 수분이 많은 제품을 찾다가 자연 약쑥 진정 토너 라 주문했어요 향도 좋고 수분감도 좋고 더 사용해봐야 알겠지만 지금은 괜찮네요
702,향이 조금은 강한 듯  그러나 싫지 않은 향이에요
703,쑥이 들어가서 좋을 거라고 생각이 돼서 주문했어요  가격이 저렴해요 감사히 잘 쓸게요 용량도 크네요
704,동생이 사용 중이라 써보고 좋아서 저도 구매했어요 뾰루지 올라오거나 할 때도 진정 효과가 있는 것 같아 꾸준히 써보려고요 쿠폰 사용해서 정말 저렴하게 샀어요
705,물같이 흐르는 제형인데 생각보다 촉촉해요 트러블 케어는 잘 모르겠지만 진정 효과는 있어요
706,용량의 많아서 좋아요 흡수력도 좋고 보습력도 괜찮아요
707,저렴하고 대용량이고 구성비 좋은 상품이네요 미스트처럼 자주 뿌리고 있어요
708,닦는 토너로 양이 많아 부담 없어 좋고 냉장고에 넣어 쓰면서 모공관리 중이네요
709,구매 평이 좋아 구매했습니다 아직 사용 전이긴 하나 좋은 제품 잘 구매했으니 기쁘게 잘 사용하렵니다
710,기존에 쓰던 것이 아직 남아 있어서 바로 사용은 못 해 봤는데 궁금해서 궁금해서 하나 뜯어서 냄새만 맡아 봤는데 향기도 좋네요 구매 잘했다고 생각합니다
711,너무 좋은데요 너무 싼 가격에 너무 좋은 제품을 만나 너무 좋네요 오자마자 써봤는데 제가 슬슬 피지를 제거할 시기가 돼서 피지도 올라와 있고 피부가 거칠했는데 이걸로 피부 결만 정리했는데도 이게 뭔가요 피부 결이랑 피지가 좀 정리됐어요 깜짝 놀랐네요 꾸준히 쓰면 너무 좋을 거 같아요 제 피부엔 너무 잘 맞는 거 같아요
712,주문한 줄 모르고 또 주문했네 요한 동안  잘 쓰겠네요
713,이 가격에 스킨 두 개를 얻는 것 같아서 사용하기 전에는 반신반의했었는데 정말 좋네요 촉촉하고 엄청 보드라운 느낌 좋아 심지어 향도 세지 않아서 바르고 나서도 산뜻하네요
714,딱 토랑 그냥 토너랑 같이 사용하고 있어요 저렴해서 좋아요
715,한번 썼는데 나쁘진 않아요다 써보고 좋으면 또 구매할게요
716,무릎이나 팔꿈치  용으로   샀어요  양이  많아서  좋네요
717,순하고 깨끗하게 잘 발라져서 늘 애용하는 제품입니다
718,양이 넉넉해서 좋으나 향이 쑥도 아닌 것이 애매하네요
719,좋은 제품 좋은 가격에 잘 구매했습니다 감사합니다
720,배송이 조금 느렸지만 구성비가 좋아서 맘에 들어요
721,흡수력도 좋고 자극 없고 대용량이라 실컷 쓰네요
722,닦아내는 걸로 사용합니다 대용량이라서 좋아요
723,촉촉하고 건조한 날씨에 바르기 좋은 거 같아요
724,항상 쓰는 거예요 순하고  용량도 커서 편해요
725,세 번째 구매입니다 향도 은은하고 딸아이랑 함께 사용합나다 감사합니다
726,저렴하게 구매했어요 잘 쓸게요
727,쑥 냄새가 나네요 쑥 토너라서 대용량에 가 도착하고 좋아요
728,여러 번 찹찹찹 발라도 좋고 원형 패다 통에 부어서 닦토로 쓰고 미스트 공병에 담아서 미스트로도 쓰고 있어요 촉촉하고 향 좋고 저렴하고 단점이 없음
729,흡수력은 좋은데 보습은 좀 약한 듯 그래서 별점 하나 뺐네요 그래도 저렴하고 양이 많아 두루두루 만족합니다  감사합니다
730,좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요  좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요  좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요
731,터진 곳은 없는데 거 같은데 변한 쪽 면에만 계속 토너가 묻어있어요 토너 바닥에도 묻어있고요
732,세안 후 바로 토너를 사용한 지 한 달 정도 된 거 같은데 촉촉하고 가성 비각이라  부담 없이 쓰고 있어요 다 쓰면 또 살라고요 추천드려요
733,피지랑 여드름이 시작돼서 설명 보고 한 번 사봤어요 느낌은 좋은데 효과 있길 바랍니다 약도 넉넉하고 세일까지 좋으면 또 구매할게요
734,잘 받았습니다 피부가 민감한 편이라 바르면 쓰린 제품이 많아서 고민하다 주문했는데 이건 쓰리지 않아 좋네요
735,요즘 건조해서 이 제품을 구입하여 잘 쓰고 있어요 집에 있는 스프레이에 넣어 쓰니 더 편하게 사용하고 있네요
736,대 폐경이 오려고 그런지 입술 쪽에 좁쌀처럼 뭐가 자꾸 나네요 쑥이 진정 효과에 좋다 길다길래 구매해봄 쑥 향은 그리 나지 않음요
737,마음에 듭니다 제 딸이 사용할 거라서 아직 효과는 어떤지 모르겠네 요배 송도 엄청 빠르네요
738,이 가격에 이용량이면 구성비 만족스럽고요 향이 좀 진한 편인 건 순하지 못하다는 느낌을 주는 것 같아요
739,구성비 최고네요 쑥 냄새는 모르겠고 레몬 시트러스 향 상큼한 내 좋아요 애들이랑 같이 쓰고 있어요
740,향이 저한테는 좀 강하네요 남자친구가 사우나에서 맡아본 냄새라네요 그래도 세안 후 닦아내기엔 괜찮은 거 같아요
741,구성비 최고예요 계속 쓸 거고 여자에게  쑥이 좋다는데 이 토너는 피부에 좋을 거라 생각돼요
742,나쁘다까진 아니고 독특 쑥은 아님닦토하면 시원하고 괜찮네 요담에 또 살듯
743,너무 묽어서 아프긴 해요 토너로 닦아 쓰긴 편해요 대용량이라 부담 없고요 하루 써본 결과는 나쁘지 않음
744,처음 사용해보는데  쑥 향이 나네요    화장솜으로 닦아내는  제품으로  잘 사용하고 있어요  저렴한 금액에  용량이 크아 좋아요
745,닦아 쓰는 스킨으로 좋아요 두 번째 구매  딸이랑 하나씩 써요 만족합니다
746,너무 좋네요 처음 써보는 제품인데 성분도 괜찮고 구성비도 좋고요
747,용량은 커서 오래 사용할 수는 있겠지만 생각보다 향이  너무 강하네요
748,애들이 향을 별로 좋아하지 않지만 피부에 좋을 거라 믿고 써 볼게요
749,가격이 저렴한데 양이 많아서 부담 없이 사용할 수 있어요 향이 조금만 은은하면 더 좋겠어요
750,각질 때문에 사용하던 제품이라 이번에 재구매 했습니다
751,사용 전이지만  용량 엄청 크네요  듬뿍 써도 괜찮을 듯
752,토너 느낌보다 묵직한 스킨 느낌 인듯요 크리니크 쓰다가 구매해봤는데 나름 만족합니다
753,가격까지 저렴하니 정말 좋네요 재구매하고 싶은 토너
754,잘 사용하고 있어요 써보고 좋으면 재구매할게요
755,대용량으로 오래 사용할 것 같습니다 세안 후 바르고 있는데 쑥 향이 나네요 만족합니다
756,양도 많고 좋아요 써보고 좋으면 재구매 하려고요
757,가격도 착하고 퀄리티도 너무 조아여 잘 쓸게요
758,여드름 난 딸을 위해 샀네요 잘 쓰고 있습니다
759,저렴한 가격에 듬뿍사뿍 사용하기 좋아요
760,아직 사용은 안 해 봤지만  좋은 것 같아요
761,구성비 좋아요   그래서 재구매  했지요
762,전에 구매해서 썼었는데 저렴하면서 제품도 괜찮아서 이번에 또 재구매 했어요
763,한번 써보고 싼 가격에 다른 것이랑 어서 쓰려고 산 겁니다 가격은 맘에 들어요
764,구성비 최고입니다 쑥 향이 좋아요
765,향은 무난하다네요 선물로 보냈는데 대용량이라 막 쓰기 좋다고 하네요
766,또 이용할게요 번창하세요
767,꾸준히 쓰고 있어요 집에서도 쓰고 미스트로 휴대하며 다녀요
768,딸아이랑 쓰려고 구입했네 요양이 많네요 잘 쓸게요
769,계속 이 제품만 써요 너무 좋아요 용량도 컸어 화장솜 적셔 닦아내고   저한텐 너무나 좋아요
770,적극 추천합니다 배송이 빠릅니다 적극 추천 배송 빠름
771,배송은 진짜 총알이었어요 원래 제가 쓰던 제품인데 좋아서 엄마 사드리려고 주문했습니다
772,너무나 마음에 들어요 써보니 좋네요 앞으로 계속 구매할게요 인생 템 될 것 같아요 자극적이지도 않고 괜찮아요
773,토너 중에 갑이에 요 몇 년째 쟁여 놓고 쓰는 제품이라 말이 필요 없어요 감사합니다
774,쑥 향은 전혀 안 나고 향이 좋은 거 같아요 알코올성은로 처음 닦는 용으로 최고네요
775,제품이에 오인데 쿠폰이 있어서 개 주문해 허  개 쟁여놨어요 든든하네요
776,대용량으로 편안하게 쓰기 좋아요 스킨 만 세 번  쓰는데 넉넉하게 잘 쓰겠습니다 구성비도 굿이고요
777,쓰던 게 있어서 아직 사용 전인데 수분크림이 좋아서 믿고 구매했어요
778,양이  많으니까  듬뿍 짜서 닦아내요 피부도 촉촉하네요 잘 쓸게요
779,아주 좋아요 냄새도 그렇고 크고 근데 약간 통에 머가 묻혀있아요 그래도 뭐 제품만 이상 없으면 요
780,용량이  커서 많이  사용하고  좋아요  가격 대비  괜찮은 것 같아서  앞으로 쭉  사용할  예정입니다
781,얼굴에 바를 때 코나 입 주변이 따가워요 바른 후  헛기찜이나와요
782,향이 강할까 봐 고민했는데 괜찮네요 가볍게 사용하기 좋아요
783,가격 대비 품질 좋고 양도 많아서 아낌없이 바르니 좋아요
784,무엇보다 향이 좋아요 헤프게 쓰는 편인데 양도 많아 좋네요
785,저렴한데 대용량이고 진정 효과까지 있길 기대해봅니다
786,향도 좋고 부드러운 촉감 저렴이까지 너무 좋네요
787,닦아내는 토너 용도로 샀습니다 데일리로 쓰기 좋아요
788,저렴하게 잘 샀어요 잘 쓸게요 용량 대박이에요
789,저렴하게 잘 샀어요 후기가 좋아서 믿고 샀습니다
790,항상 쓰고 있어요 향기도 좋고 가격 비해 좋아요
791,가격 대비 좋아요  화장솜에 듬뿍 적셔 사용
792,토너로 간편하게 각질제거되는 면이 좋아요
793,추천합니다 순하고 향도 좋고 트러블이 잘나는 피부라 고민하고 산 건데 괜찮네요
794,세면 후 피부 결 정리할 때 좋아요 저렴하고요
795,일단 양이 많아서 넉넉하게 한참을 사용할 수 있어요 재구매해서 사용 중이네요
796,번째 구매입니다가 성비 최고입니다
797,향이 은은하고 좋아요 잘 쓸게요
798,넉넉하고 너무 좋아요 촉촉하고 순해요 트러블도 안 나고 기성 비갑
799,우유빛깔로 촉촉하고 부드러워요 대용량으로 듬뿍듬뿍 피부 수분 적립
800,좋아요 촉촉하고 산뜻하고 쫀쫀해요 찐덕임 없네요 다음에도 사려고요
801,냄새가 남성 화장품 향이 나오 제가 싫어하는 향이 독하게 많이 나네요 좋은지 아직 모르겠어요
802,용량이 최고라 막 많이 쓸 수 있어 좋아요 향은 저랑 안 맞지만 그래도 용량 때문에 좋네요  향은 로션으로 커버해서 씁니다 좋아요 
803,이거 좋아요 저렴하고 듬뿍듬뿍 써도 참 좋습니다 번째 구매에요
804,허브향도 나고 끈적임 없는 물 같은 제형이라 닦아내기에 딱 좋음 상쾌 엄마 할머니 나 다 잘 씀 용량도 넉넉해서 기분 좋고요
805,향도 은은하고 사용하기 좋습니다 대용량을 너무 좋은 가격에 구매했습니다
806,저렴하게 구입했네요 딱이네요 배송도 빠르네요
807,이번이 두 번째 구매인데 은은한 쑥 향에 피부에 자극도 없고 저렴한 가격에 양도 많아서 아끼지 않고 펑펑 쓰기 좋네요
808,너무 좋아요 용량도 대만족 값 격동 만족합니다
809,자극 없이 순해서 화장솜을 흠뻑 적셔 데일리 팩을 하기도 좋고 넉넉해서  스킨에도 잘 맞았어요 두 번째 구매였는데 너무 만족해요
810,저렴하게 너무 잘 샀어요 강추강추
811,좋아요 코 쨍한 향인데 참을만해요 샤워하고 욕실서 미스트처럼 뿌릴 거라 한율 미스트 쓰는데 비싼 듯해서 많이 기대 않고 주문한 거라 나쁘지 않고 괜찮습니다
812,아직 사용해보지는 않았는데 좋을 것 같아요 저렴한 가격에 잘 샀습니다 많이 파세요
